frame,timestamp,vehicles_detected,vehicles_standard,vehicles_enhanced,total_spaces,occupied,free,occupancy_rate,space_1,space_2,space_3,space_4,space_5,space_6,space_7,space_8,space_9,space_10,space_11,space_12,space_13,space_14,space_15,space_16,space_17,space_18,space_19,space_20,space_21,space_22,space_23,space_1_method,space_2_method,space_3_method,space_4_method,space_5_method,space_6_method,space_7_method,space_8_method,space_9_method,space_10_method,space_11_method,space_12_method,space_13_method,space_14_method,space_15_method,space_16_method,space_17_method,space_18_method,space_19_method,space_20_method,space_21_method,space_22_method,space_23_method
54,1.8,12,3,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
55,1.83,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
56,1.87,12,3,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
57,1.9,12,4,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
58,1.93,11,1,10,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
59,1.97,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
60,2.0,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
61,2.03,11,3,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
62,2.07,11,3,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
63,2.1,11,4,7,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
64,2.13,11,3,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
65,2.17,12,2,10,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
66,2.2,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
67,2.23,11,3,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
68,2.27,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
69,2.3,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
70,2.33,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
71,2.37,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
72,2.4,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
73,2.43,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
74,2.47,11,3,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
75,2.5,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
76,2.53,10,3,7,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
77,2.57,10,3,7,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
78,2.6,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
79,2.63,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
80,2.67,11,1,10,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
81,2.7,11,3,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
82,2.73,11,3,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
83,2.77,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
84,2.8,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
85,2.83,11,3,8,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
86,2.87,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
87,2.9,11,1,10,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
88,2.93,11,2,9,23,19,4,82.6,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,occupied,free,occupied,occupied,occupied,occupied,free,occupied,free,free,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,visual_only,visual_only,vehicle+visual,visual_only,vehicle+visual,vehicle+visual,vehicle+visual,vehicle+visual,empty,vehicle+visual,vehicle_only,vehicle+visual,vehicle+visual,empty,visual_only,empty,empty
